Date_ymd,mean_temp,max_temp,min_temp,mean_pH,max_pH,min_pH,mean_SpCond,max_SpCond,min_SpCond,mean_Turbidity,max_Turbidity,min_Turbidity,mean_CHLa,max_CHLa,min_CHLa,mean_ODOsat,max_ODOsat,min_ODOsat,mean_ODOmgL,max_ODOmgL,min_ODOmgL
2016-12-29,8.8081875,9.33,8.105,7.66625,7.81,7.32,190.19895833333334,194.8,181.9,17.0984375,21.14,13.78,15.1040625,17.67,12.49,101.70833333333333,106.4,95.7,11.8046875,12.21,11.3
2016-12-30,7.316552083333334,8.408,6.03,7.729479166666667,7.92,7.46,191.07083333333333,194.3,184.4,21.2790625,55.23,12.85,14.700729166666667,17.17,11.49,99.88125,103.2,96.4,12.026145833333333,12.42,11.62
2016-12-31,6.076864583333333,6.838,5.116,7.797395833333334,8.01,7.62,195.06979166666667,197.7,190.4,15.256874999999999,49.21,9.3,12.898645833333333,15.97,9.71,100.02604166666667,104.6,95.9,12.419375,12.85,12.03
2017-01-01,6.6890729166666665,7.529,5.904,7.8081249999999995,8.04,7.52,196.95104166666667,199.2,190.7,13.510416666666666,32.84,9.46,11.938125,15.08,8.4,102.35208333333333,107,98.5,12.511458333333334,12.93,12.25
2017-01-02,7.484885416666667,7.806,7.144,7.718333333333334,7.86,7.28,194.40104166666666,199.5,170,11.096666666666666,16.49,9.36,13.7246875,18.45,10.94,102.01354166666667,104.7,99.1,12.2309375,12.55,11.79
2017-01-03,7.852447916666667,8.15,7.561,7.591458333333334,7.78,7.2,191.984375,197.4,167.6,11.997916666666667,19.46,10.26,15.297291666666666,19.31,12.02,99.56770833333333,103.1,95.9,11.828854166666666,12.22,11.39
2017-01-04,8.518,9.135,8.097,7.626458333333333,7.85,7.19,192.58333333333334,197.7,168.3,13.753125,19.32,11.52,15.334583333333333,18.61,13.57,100.27604166666667,105,94.3,11.719270833333333,12.17,11.06
2017-01-05,8.02221875,8.618,7.536,7.744166666666667,8.14,6.98,193.44166666666666,198.2,172,14.134895833333333,27.57,10.46,16.4475,20.59,13.4,100.34583333333333,108.3,91.5,11.871770833333333,12.78,10.9
2017-01-06,7.064916666666667,7.516,6.246,7.744791666666667,7.96,7,195.19791666666666,201.6,149.8,11.3378125,19.72,9.35,13.934895833333334,17.65,10.68,98.11979166666667,102.8,95.6,11.8853125,12.48,11.59
2017-01-07,4.763510416666667,6.515,3.423,7.6346875,7.71,6.8,193.65104166666666,197.3,147.5,8.8478125,18.3,7.47,10.602291666666666,14.5,7.97,93.0875,96.7,87.9,11.957291666666666,12.35,11.65
2017-01-08,2.4480416666666667,3.678,1.803,7.600520833333333,7.67,7.29,195.22604166666667,199.8,184.4,8.826666666666666,18.67,6.3,7.484791666666666,9.1,5.28,92.196875,95.7,88.1,12.591979166666667,13.04,12.16
2017-01-09,1.4679791666666666,2.245,0.79,7.6028125,7.66,7.22,197.74583333333334,201.6,189.7,8.218125,10.17,6.86,5.386458333333334,6.9,3.97,93.36979166666667,95.1,91.2,13.096458333333333,13.41,12.86
2017-01-10,1.33509375,1.975,0.396,7.5596875,7.63,7.47,190.53333333333333,199.2,185,8.411041666666666,9.38,6.86,3.958854166666667,6.18,2.91,93.00208333333333,94.9,91,13.0925,13.31,12.94
2017-01-11,2.6733333333333333,3.919,1.82,7.597708333333333,7.8,7.08,187.33958333333334,193.2,167,11.196354166666667,46.2,8.54,4.1634375,5.08,2.74,94.64375,96.4,90.5,12.840416666666666,13.12,12.09
2017-01-12,5.677322916666666,8.247,3.63,7.745625,7.86,7.41,187.91875,195.8,145.9,30.991666666666667,97.04,9.32,5.797916666666667,7.53,3.97,98.61458333333333,102.8,94.7,12.3753125,12.62,11.35
2017-01-13,7.692708333333333,8.076,7.184,7.7820833333333335,7.87,7.5,190.69791666666666,194.4,177.5,22.893958333333334,34.13,15.65,5.921875,6.94,4.97,100.20416666666667,102.1,96.1,11.9515625,12.19,11.44
2017-01-14,7.22528125,7.704,6.849,7.7440625,7.81,7.61,193.13645833333334,195.7,184.2,22.156145833333333,95.77,15.97,6.30625,9.14,5.18,98.08333333333333,99.7,95.9,11.833645833333334,12.09,11.53
2017-01-15,6.970947916666667,7.436,6.67,7.730104166666667,7.8,7.56,194.06041666666667,196.3,177.3,19.436354166666668,22.31,15.05,6.8403125,8.44,5.73,97.47916666666667,99.9,94.5,11.835520833333334,12.12,11.43
2017-01-16,7.0128125,7.239,6.848,7.7340625,7.8,7.68,195.80520833333333,197.5,190.3,17.813333333333333,20.97,14.53,7.7909375,11.78,6.65,97.88541666666667,99.9,95.9,11.871770833333333,12.08,11.66
2017-01-17,7.294416666666667,7.816,6.908,7.7225,7.8,7.63,197.26354166666667,198.4,194,17.171770833333333,20.2,14.29,8.374791666666667,10.78,7.27,98.12395833333333,100.7,95.7,11.8184375,12.07,11.62
2017-01-18,8.357208333333334,9.391,7.714,7.710729166666667,7.8,7.54,196.55520833333333,199.2,187.7,19.606875,33.31,14.67,8.983541666666667,11.36,7.58,99.31354166666667,103.2,95.9,11.652916666666666,11.99,11.31
2017-01-19,8.679927083333332,9.364,8.033,7.80875,7.97,7.43,194.60625,196.6,182.2,18.800520833333334,23.79,14.13,9.95125,12.07,8.22,100.09791666666666,106.8,94.5,11.653854166666667,12.27,11.07
2017-01-20,8.5863125,8.81,8.433,7.811979166666666,7.91,7.69,192.62635416666666,194.4,180.69,17.9953125,26,15.16,10.5725,12.89,8.64,98.0975,101.59,96.6,11.447604166666666,11.81,11.29
2017-01-21,8.762916666666667,9.36,8.56,7.7628125,7.86,7.53,189.86427083333334,192.12,178.7,15.646979166666666,17.8,13.88,10.534270833333334,13.8,8.85,95.8859375,100.56,90.94,11.142083333333334,11.61,10.57
2017-01-22,9.192083333333333,9.7,8.88,7.6765625,7.77,7.05,180.35072916666667,190.1,126.83,19.457604166666666,59.19,13.38,11.0196875,14.73,7.21,93.521875,96.17,85.61,10.757083333333334,11.14,9.8
2017-01-23,9.642083333333334,10.2,9.28,7.648333333333333,7.75,7.08,175.31447916666667,183.87,128.32,18.593958333333333,28.93,14.69,10.538958333333333,12.7,8.14,92.04791666666667,94.19,85.28,10.4740625,10.75,9.69
2017-01-24,9.514479166666666,9.82,8.92,7.7039583333333335,7.84,7.29,173.5471875,185.83,128.61,16.4296875,22.7,12.04,8.230416666666667,9.94,6.44,91.82895833333333,94.56,83.62,10.480416666666667,10.77,9.68
2017-01-25,9.346458333333333,10.14,7.96,7.735104166666667,7.9,7.21,184.2609375,197.91,131.14,15.4328125,18.99,12.04,6.622083333333333,8.11,5.25,91.775,94.55,81.29,10.515625,10.86,9.63
2017-01-26,10.170729166666666,10.89,9.64,7.6823958333333335,7.77,7.29,178.22447916666667,185.62,146.94,33.351145833333334,67.16,15.8,6.204166666666667,7.73,4.84,91.17572916666667,94.02,82.72,10.245104166666666,10.51,9.41
2017-01-27,8.369270833333333,10.08,7.45,7.7653125,7.82,7.69,143.5125,168.69,129.69,55.2109375,67.96,46.05,5.84625,7.02,4.75,92.10177083333333,93.48,89.52,10.809166666666666,11.08,10.28
2017-01-28,6.842395833333334,7.82,5.28,7.842083333333333,8,7.71,144.39447916666666,153.45,137.51,58.243229166666666,119.33,44.42,5.582708333333334,8.68,4.43,92.81666666666666,97.99,89.76,11.307083333333333,11.7,10.95
2017-01-29,7.0964583333333335,7.76,6.03,7.847604166666667,7.97,7.6,136.06729166666668,142.85,128.82,41.319583333333334,54.81,37.1,4.565625,5.15,3.98,93.03041666666667,96.37,90.45,11.2615625,11.5,11.06
2017-01-30,6.934895833333333,7.45,6.37,7.780625,7.83,7.68,129.714375,136.07,120.75,42.69354166666667,85.4,35.68,4.776458333333333,6.21,4.21,92.12416666666667,94.65,90.33,11.197604166666666,11.37,11.01
2017-01-31,6.1521875,6.61,5.5,7.7863541666666665,7.84,7.71,127.98666666666666,136.83,122.39,38.518854166666664,45.99,33.84,5.19625,7.18,4.51,91.97895833333334,93.43,89.91,11.402604166666666,11.62,11.12
2017-02-01,6.398333333333333,14.25,5.94,7.523125,7.8,7.01,120.4659375,134.75,36.27,31.146979166666668,40.24,10.71,4.294375,6.34,2.72,91.0840625,93.29,88.39,11.224895833333333,11.61,9.53
2017-02-02,7.190729166666666,8.01,6.61,7.27,7.32,7.12,113.76072916666666,115.03,110.78,25.7425,28.13,23.21,3.035833333333333,3.56,2.69,89.93145833333334,91.29,87.89,10.862604166666667,11.03,10.75
2017-02-03,7.287708333333334,7.76,6.85,7.24375,7.29,7.03,115.1746875,117.38,113.34,23.909479166666667,27.29,21.43,3.3285416666666667,4.73,2.78,88.44239583333334,90.2,87.12,10.656875,10.75,10.57
2017-02-04,6.38625,7.3,3.92,7.245208333333333,7.32,6.56,118.74489583333333,121.61,107.51,20.0396875,27.56,16.89,3.240625,4.26,2.81,87.541875,92.26,76.96,10.786979166666667,11.11,10.1
2017-02-05,6.0382291666666665,7.21,4.57,7.361666666666666,7.47,7.02,124.04864583333334,127.34,117.65,21.878125,55.01,16.01,3.3246875,4.55,2.77,92.145625,97.48,87.22,11.453229166666667,11.87,11.08
2017-02-06,7.029375,8.56,5.58,7.4384375,7.53,7.21,127.15333333333334,129.12,124.29,18.526354166666668,22.56,16.51,3.600416666666667,4.68,2.77,96.31010416666666,102.01,91.1,11.676875,11.93,11.46
2017-02-07,8.957604166666666,10.85,7.51,7.450729166666667,7.55,7.27,129.72770833333334,132.61,127.17,31.066979166666666,71.89,15.99,4.485,6.41,3.36,97.91916666666667,101.56,93.79,11.330416666666666,11.66,11.02
2017-02-08,10.969583333333333,12.11,9.89,7.498020833333333,7.6,7.18,132.863125,135.87,125.62,32.262708333333336,55.46,20.16,5.595,7.27,4.14,98.0965625,101.35,90.39,10.821875,11.12,9.94
2017-02-09,10.544479166666667,11.67,7.65,7.475520833333333,7.62,7.11,136.14333333333335,141.26,124.91,25.691770833333333,30.65,19.11,6.090625,8.45,4.7,96.29395833333334,98.57,91.25,10.731458333333334,11.11,10.12
2017-02-10,7.949270833333333,8.95,6.72,7.626458333333333,7.74,7.41,139.565625,142.2,136.4,19.499375,23.52,15.66,6.0959375,7.52,4.82,94.31395833333333,97.73,90.23,11.180416666666666,11.6,10.89
2017-02-11,7.441458333333333,8.11,6.68,7.699166666666667,7.83,7.35,142.11666666666667,144.64,136.47,18.913541666666667,34.58,15.55,6.2734375,8,5.32,96.42,99.98,93.9,11.571979166666667,11.82,11.34
2017-02-12,9.000729166666666,11.7,7.81,7.775729166666666,8.1,7.47,142.8546875,145.64,139.65,20.008333333333333,28.86,15.11,7.140833333333333,9.06,5.98,99.58729166666667,104.33,96.16,11.507708333333333,11.74,11.23
2017-02-13,9.876354166666667,11.63,8.79,8.0171875,8.23,7.78,145.0871875,147.8,141.03,21.21125,26.88,16.85,8.241145833333333,9.9,6.61,99.3534375,103.41,94.92,11.243020833333333,11.59,10.78
2017-02-14,8.888541666666667,9.62,8.44,8.086354166666666,8.26,7.73,147.38614583333333,156.85,141.72,19.5475,22.78,16.95,9.836979166666667,13.01,8.33,98.13208333333333,101.97,95.03,11.369479166666666,11.78,11.12
2017-02-15,8.666979166666668,9.01,8.27,8.015729166666667,8.13,7.71,152.56208333333333,160.76,142.77,18.343229166666667,20.68,16.05,11.468229166666667,14.59,9.71,96.39072916666667,99.11,93.7,11.227916666666667,11.49,10.97
2017-02-16,7.9203125,8.44,7.43,8.021770833333333,8.23,7.45,152.514375,162,144.24,17.752604166666668,20.81,15.74,11.929270833333334,14.58,10.44,95.63145833333333,100.73,90.11,11.3440625,11.86,10.82
2017-02-17,7.5271875,9.6,5.53,8.136145833333334,8.43,6.94,154.03677083333332,161.41,116.25,15.756666666666666,21.7,13.54,12.083958333333333,15.68,5.99,98.336875,108.05,87.54,11.773229166666667,12.59,11.03
2017-02-18,8.5685416666666665,10.11,7.6,8.1896875,8.53,7.66,158.459375,167.24,141.3,15.9540625,30.67,13.58,12.098645833333334,15.69,9.42,101.085,113.8,95.2,11.7984375,12.82,11.33
2017-02-19,10.3896875,12,9.39,8.147499999999999,8.49,7.63,164.03625,169.49,145.2,19.065729166666667,36.28,14.38,12.362604166666667,15.06,10.52,102.38510416666666,111.52,93.64,11.443333333333333,12.11,10.59
2017-02-20,11.4390625,13.44,10.35,8.209479166666666,8.62,7.59,166.46697916666668,169.56,149.99,19.1971875,23.4,14.89,13.644375,16.39,11.16,104.59541666666667,118.75,93.26,11.407395833333334,12.39,10.41
2017-02-21,11.696875,13.03,10.55,8.275520833333333,8.72,7.6,169.20666666666668,172.07,153.75,19.076770833333335,30.63,14.14,14.529270833333333,18.56,12.22,105.63041666666666,118.69,93.53,11.454791666666667,12.49,10.42
2017-02-22,11.378854166666667,11.61,10.85,8.245,8.45,7.89,171.00854166666667,173.92,164.81,17.596875,21.23,13.63,16.160833333333333,21.35,14.06,103.15979166666666,107.73,96.14,11.2715625,11.72,10.63
2017-02-23,12.176041666666666,13.79,11.29,8.2021875,8.5,7.47,174.37729166666668,179.57,158.35,16.257604166666667,22.1,12.95,15.16125,18.77,12.51,103.85635416666666,113.21,88.1,11.135729166666666,11.79,9.65
2017-02-24,13.434583333333332,15.07,12.62,8.230729166666666,8.49,7.66,178.5428125,182.5,170.36,15.443854166666666,19.74,11.02,14.71625,17.76,12.03,107.0790625,114.37,94.43,11.165416666666667,11.68,10.01
2017-02-25,14.455208333333333,15.69,13.24,8.264479166666666,8.52,8.02,182.03541666666666,186.36,177.07,17.165625,29.79,11.14,15.008333333333333,18.84,13,106.471875,112.23,100.7,10.860208333333333,11.4,10.1
2017-02-26,13.793854166666666,15.27,12.15,8.334583333333333,8.68,7.59,184.5146875,189.25,164.17,15.2009375,19.03,11.33,14.407291666666667,16.67,11,101.69677083333333,109.86,85.92,10.521354166666667,11.27,9.22
2017-02-27,12.8275,13.4,11.81,8.400729166666666,8.71,8.02,186.47770833333334,189.31,179.29,15.065104166666666,18.96,11.32,14.575520833333334,19.1,9.73,101.8696875,108.99,94.64,10.767291666666667,11.38,10.22
2017-02-28,13.4003125,18.53,12.5,8.245833333333334,9.48,7.77,194.27729166666666,211.27,140.51,16.091875,74.79,11.76,15.110416666666667,19.08,7.8,104.093125,114.25,95.9,10.862916666666667,11.74,9.32
2017-03-01,15.1515625,17.02,13.88,7.8611458333333335,8.02,7.72,209.17791666666668,212.93,197.58,44.055625,139.4,11.11,15.244166666666667,24.37,12.24,102.085625,106.81,94.17,10.261979166666666,10.88,9.09
2017-03-02,14.896979166666666,17.03,13.73,7.943333333333333,8.33,7.59,211.70541666666668,213.71,202.95,42.353125,121.8,21.83,13.564479166666667,16.94,11.92,98.34583333333333,107.64,91.27,9.941354166666667,10.91,8.89
2017-03-03,12.5515625,13.7,11.08,8.063541666666666,8.31,7.62,213.286875,218.14,189.63,23.120416666666667,54.06,15.44,12.4575,14.58,10.47,98.8815625,105.07,89.97,10.52125,11.18,9.64
2017-03-04,11.089166666666667,12.41,9.08,8.200833333333334,8.58,7.83,215.04010416666668,219.6,202.61,14.932708333333334,42.42,10.42,11.951666666666666,16.18,8.96,100.83666666666667,111.32,90.86,11.083333333333334,11.88,10.36
2017-03-05,10.9509375,12.17,9.16,8.377395833333333,8.77,7.72,213.95250000000001,217.05,192.61,14.7203125,18.07,11.52,13.563229166666666,19.24,10.52,105.94322916666667,119.36,94.03,11.683229166666667,12.81,10.82
2017-03-06,10.6840625,12.52,8.99,8.559791666666667,8.87,7.96,214.76708333333335,219.6,203.52,14.921770833333333,22.8,10.66,15.981666666666667,21.58,13.25,110.16447916666667,125.03,97.67,12.221041666666666,13.38,11.29
2017-03-07,12.0796875,13.93,11.16,8.603229166666667,8.8,8.3,216.74916666666667,220.13,207.38,19.484166666666667,51.45,12,19.443125,23.67,15.21,112.46833333333333,117.18,105.96,12.090520833333333,12.74,11.57
2017-03-08,13.7175,15.31,12.57,8.518645833333334,9.01,7.85,219.45041666666665,227.23,210.79,25.418020833333333,50.07,14.69,22.5884375,30.81,19.09,111.18083333333334,126.43,95.86,11.511875,12.75,10.04
2017-03-09,13.936875,14.99,12.33,8.8025,9.18,7.91,222.23677083333334,232.32,207.14,21.1790625,26.95,15.07,25.685208333333332,30.57,21.29,116.56458333333333,127.53,99.67,12.014895833333334,12.91,10.6
2017-03-10,13.129479166666666,13.93,11.38,8.801458333333333,9.07,8.18,221.32354166666667,232.42,207.14,23.057708333333334,30.08,15.22,28.033854166666668,36.36,23.84,110.95135416666666,119.56,95.63,11.64875,12.57,10.19
2017-03-11,11.709895833333333,12.79,9.7,8.9628125,9.23,8.64,221.94364583333333,230.64,213.72,21.9253125,27.07,18.25,27.651666666666667,33.14,23.62,114.33583333333334,127.73,101.97,12.3884375,13.64,11.28
2017-03-12,11.1790625,12.06,9.2,9.1078125,9.28,8.84,230.11802083333333,245.83,220.67,25.06854166666667,33.32,21.03,25.748333333333335,31.87,17.93,120.37947916666667,131.18,110.51,13.204479166666667,14.14,12.4
2017-03-13,10.267916666666666,11.3,7.02,9.100729166666667,9.26,7.96,236.18541666666667,249.58,202.69,29.551875,46.22,25.21,27.852083333333333,35.61,19.67,117.10916666666667,122.59,103.19,13.125416666666666,13.54,12.46
2017-03-14,8.688854166666667,9.68,6.98,8.785,9.1,7.36,215.09229166666665,231.82,114.21,30.37697916666667,71.46,19.96,26.881875,36.37,14.35,106.071875,111.3,96.22,12.3446875,12.87,11.68
2017-03-15,6.330208333333333,7.81,4.58,8.4046875,8.83,7.27,217.1475,235.77,127.33,33.674791666666664,74.84,21.54,20.120833333333334,24.38,12.96,101.1171875,107.12,92.25,12.4753125,13.01,11.6
2017-03-16,6.636458333333334,8.75,4.37,8.336354166666666,8.64,7.47,224.6921875,240.11,106.19,26.402604166666666,63.66,19.17,14.29125,17.52,6.76,102.46354166666667,111.91,92.31,12.534270833333334,13.01,11.98
2017-03-17,7.755,10.21,5.68,8.4490625,8.74,7.83,225.76395833333333,235.65,185.86,28.816979166666666,39.67,22.56,14.999791666666667,19.69,8.72,106.97666666666666,116.17,97.18,12.731145833333333,13.25,12.18
2017-03-18,9.285729166666666,12.14,8.07,8.511354166666667,8.83,7.58,218.0471875,228.1,133.79,37.877291666666665,78.58,29.22,17.996145833333333,21.34,12.61,108.9934375,120.47,93.66,12.501458333333334,13.16,10.87
2017-03-19,9.64375,10.67,8.67,8.522291666666666,8.93,7.5,216.03645833333334,227.55,138.78,50.891041666666666,67.18,41.03,21.355833333333333,25.76,13.07,107.43072916666667,115.8,91.22,12.223333333333333,13.19,10.25
2017-03-20,9.842604166666666,11.16,8.61,8.616041666666666,8.98,7.46,212.7096875,225.2,140.49,57.80625,88.7,41.66,23.191041666666667,27.49,17.82,110.39927083333333,122.91,89.71,12.493125,13.51,10.46
2017-03-21,11.1615625,14.01,10.12,8.809895833333334,9.07,8.27,214.0346875,223.78,193.69,73.5021875,103.91,58.54,24.736354166666665,28.48,19.67,118.100625,131.95,108.33,12.959479166666666,13.99,12.05
2017-03-22,12.293125,13.91,11.5,8.848125,9.13,8.14,219.64385416666667,230.92,189.16,93.22510416666667,120.58,76.23,26.1671875,29.52,21.97,119.46843750000001,129.7,106.83,12.7803125,13.53,11.47
2017-03-23,11.753541666666667,12.85,10.2,8.889791666666667,9.18,8.38,225.42125,240.79,212.82,118.801875,179.48,94.29,28.0384375,30.17,25.86,115.0965625,127.59,100.76,12.461666666666666,13.53,11.02
2017-03-24,11.585416666666667,13.43,9.15,8.851979166666666,9.09,8.15,229.32208333333332,236.76,203.78,110.8,164.05,76.51,30.528854166666665,34.92,27.11,112.81322916666667,122.77,97.83,12.259166666666667,13.05,11.09
2017-03-25,13.627604166666666,15.69,12.25,8.755833333333333,9.13,7.97,229.74708333333334,241.06,215.07,120.60979166666667,181.04,89.76,38.39697916666667,46.35,31.3,111.0928125,126.03,94.83,11.531666666666666,12.68,9.44
2017-03-26,14.9265625,16.1,13.86,8.7359375,9.13,7.89,231.42708333333334,245.01,214.37,190.87833333333333,243.17,143.36,50.735625,58.35,39.29,112.85625,126.71,93.26,11.387291666666666,12.56,9.51
2017-03-27,15.3065625,16.82,14.19,8.797604166666666,9.17,8.29,232.30708333333334,239.85,223.23,232.60208333333333,295.39,170.36,57.27291666666667,70.64,45.2,112.5615625,127.59,86.92,11.262708333333332,12.44,8.8
2017-03-28,16.219166666666666,16.94,15.39,8.6971875,9.05,7.68,230.87552083333333,237.57,203.1,342.6094791666667,588.82,211.39,63.64427083333334,79.25,47.74,109.48625,120,86.5,10.750208333333333,11.64,8.51
2017-03-29,16.418125,17.02,15.73,8.6246875,9.08,8.16,233.40770833333335,240.76,226.19,555.5033333333333,756.06,396.46,69.883125,82.45,51.81,107.68239583333333,122.34,81.76,10.524791666666667,11.82,8.1
2017-03-30,15.846979166666667,16.71,15.16,8.702916666666667,9.04,8.11,231.4675,236.47,223.68,627.0897916666667,773.28,533.32,72.47427083333334,86.22,60.85,108.431875,118.56,92.8,10.73125,11.72,9.2
2017-03-31,15.233333333333333,15.86,14.85,8.391875,8.66,8.01,229.66375,237.43,215.76,714.036875,860.17,556.35,77.37979166666666,94.46,56.66,97.9515625,104.57,81.81,9.821041666666666,10.42,8.24
2017-04-01,15.73125,16.58,14.93,8.2059375,8.59,7.43,220.436875,230.42,154.52,868.1235416666667,975.46,766.1,67.65395833333334,85.57,59.8,96.61427083333334,109.02,80.28,9.579479166666667,10.66,8.03
2017-04-02,16.311666666666667,17.44,15.46,8.4428125,9.02,7.88,220.53802083333332,228.76,200.4,908.6035416666666,984.76,827.13,64.078125,71.21,50,103.7853125,123.24,73.64,10.161354166666667,11.82,7.34
2017-04-03,16.564791666666668,17.86,15.57,8.556666666666667,8.96,7.88,223.26500000000001,229.37,188.02,862.0229166666667,969.07,783.45,58.73260416666667,63.12,52.58,105.25572916666667,118.65,85.16,10.2565625,11.36,8.4
2017-04-04,18.005416666666665,20.48,16.96,8.316354166666667,8.64,7.94,223.749375,231.59,196.87,345.1351041666667,930.2,12.51,35.19833333333333,60.16,15.49,103.4659375,115.2,90.78,9.7790625,10.54,8.76
2017-04-05,19.044479166666665,20.76,18.09,8.1265625,8.68,7.34,218.10729166666667,224.68,202.57,15.886979166666666,24.01,9.16,20.943645833333335,27.59,15.71,108.14135416666667,128.12,88.88,10.007604166666667,11.48,8.4
2017-04-06,18.744895833333334,19.44,17.25,7.853125,8.12,7.26,209.15364583333334,217.1,192.59,40.56885416666667,111.77,9.7,22.1353125,27.77,15.46,99.8946875,107.4,84.32,9.307604166666668,10.03,7.91
2017-04-07,15.0784375,17.44,13.65,7.757916666666667,8.02,7.37,192.2634375,197.73,184.19,46.3428125,160.35,18,13.433125,21.87,9.97,94.6621875,101,85.83,9.527083333333334,10.23,8.74
2017-04-08,14.845520833333333,16.41,12.97,7.979583333333333,8.46,7.6,189.39145833333333,194.98,180.9,16.5390625,24.94,11.55,11.433125,15.45,8,100.61947916666666,114.7,90.32,10.163229166666667,11.27,9.4
2017-04-09,16.2878125,18.03,14.94,8.127604166666666,8.6,7.74,186.5946875,205.78,176.16,15.599166666666667,19.86,10.17,13.867395833333333,20.6,10.24,108.6046875,124.11,95.91,10.63625,11.76,9.64
2017-04-10,17.237395833333334,18.71,15.84,8.232916666666666,8.76,7.47,176.57520833333334,203.06,161.82,20.15,30.05,13.47,19.20875,29.36,13.35,112.46135416666667,125.65,97.82,10.800416666666667,11.8,9.67
2017-04-11,18.405520833333334,20.41,17.01,8.3640625,8.91,7.6,159.06072916666668,167.26,152.09,21.390520833333333,39.89,12.91,22.458645833333332,34.05,13.96,116.45197916666666,134.27,98.88,10.9125,12.23,9.55
2017-04-12,19.489791666666665,20.87,18.2,8.407083333333333,8.89,7.62,148.25,157.12,144.84,21.0928125,33.45,12.78,22.2815625,29.29,16.97,119.65479166666667,136.44,103.62,10.974791666666667,12.2,9.73
2017-04-13,19.645208333333333,20.68,18.67,8.351458333333333,8.83,7.71,143.88291666666666,147.07,142.21,19.619583333333335,33.48,11.91,22.890729166666667,31.11,16.39,120.30760416666666,132.82,106,11.0071875,12.04,9.86
2017-04-14,19.0475,19.73,18.45,8.5853125,9,8.08,143.36916666666667,147.84,139.52,20.4125,31.67,14.62,27.910208333333333,37.98,20.94,120.72041666666667,135.83,108.52,11.180104166666666,12.42,10.14
2017-04-15,19.379270833333333,20.94,18.3,8.778229166666666,9.21,8.27,143.57239583333333,147.47,141.84,20.864375,30.9,14.46,30.358333333333334,45.04,22.54,124.88583333333334,146.04,109.28,11.476458333333333,13.04,10.24
2017-04-16,21.212395833333332,23.71,19.89,8.8584375,9.21,8.48,144.79177083333335,148.66,140.98,29.173125,106.08,16.56,33.174479166666664,43.87,27.19,120.87229166666667,131.86,103.93,10.727395833333333,11.5,9.08
2017-04-17,21.340833333333332,22.09,20.6,8.58375,9.06,7.54,148.07864583333333,152.58,143.05,26.314895833333335,41.79,14.54,35.6575,53.15,27.66,110.83489583333333,132.25,88.15,9.809895833333334,11.56,7.82
2017-04-18,21.053645833333334,22.15,20.47,8.794166666666667,9.28,7.44,150.1871875,157.86,146.62,22.671458333333334,36.98,13.06,35.06197916666667,44.22,25.91,119.90052083333333,145.46,91.37,10.6690625,12.68,8.23
2017-04-19,20.110833333333332,20.74,19.68,8.866145833333333,9.21,8.34,149.72885416666668,153.02,145.83,19.53875,30.74,13.66,29.678645833333334,42.15,19.86,113.40197916666666,132.55,100.27,10.2828125,11.91,9.17
2017-04-20,20.579684210526317,23.7,19.4,8.81,9.24,7.21,151.15284210526315,153.83,149.46,19.105473684210526,26.92,11.71,23.39873684210526,30.84,15.15,115.57442105263158,139.82,87.88,10.37,12.06,8.08
2017-04-21,22.341354166666665,24.84,21.26,8.809166666666666,9.17,7.45,155.43875,164.4,152.04,18.540104166666666,23.37,13.38,20.532083333333333,25,17.01,118.9321875,137.15,90.12,10.317916666666667,11.45,7.98
2017-04-22,22.599895833333335,23.24,21.82,8.4646875,8.85,7.26,157.91322916666667,161.59,155.28,19.379791666666666,79.05,12.95,20.679270833333334,30.19,15.49,108.05802083333333,119.11,79.65,9.337604166666667,10.32,6.91
2017-04-23,20.9665625,21.78,19.96,8.007604166666667,8.35,7.23,161.07052083333332,167.55,152.87,16.975416666666668,31.92,12.54,17.120104166666668,25.98,11.19,95.8546875,104.45,79.19,8.548229166666667,9.26,7.18
2017-04-24,19.506979166666667,20.48,18.3,7.7283333333333335,8.07,7.18,157.81291666666667,160.88,153.32,17.351875,29.72,11.88,15.061458333333333,20.55,10.87,88.9590625,97.33,74.75,8.163229166666667,8.76,6.98
2017-04-25,19.0509375,19.83,17.82,7.578541666666666,7.84,7.12,159.84260416666666,170.62,150.74,16.928854166666667,25.5,11.8,12.7771875,18.95,9.13,86.58875,96.12,72.91,8.016145833333333,8.79,6.92
2017-04-26,19.899375,21.53,18.86,7.600625,8.06,7.1,161.30375,166.59,155.84,18.675104166666667,30.16,13.17,14.766875,19.7,10.34,91.1884375,107.65,69.53,8.2940625,9.6,6.45
2017-04-27,21.043854166666666,22.29,19.86,7.797083333333333,8.34,7.37,160.559375,168.33,154.94,19.853854166666668,29.97,13.78,17.190416666666668,22.97,12.45,101.03354166666666,115.89,85.94,8.987395833333334,10.12,7.77
2017-04-28,21.426354166666666,22.79,19.94,7.626354166666666,7.99,7.36,153.82427083333334,159.5,145.8,20.771875,32.5,12.29,15.319895833333334,21.22,9.13,99.71197916666667,113.51,87.43,8.806354166666667,9.82,7.77
2017-04-29,22.668541666666666,24.15,20.97,7.7039583333333335,8.33,7.34,151.97083333333333,161.11,143.51,25.359166666666667,42.55,13.71,16.4490625,24.27,10.84,102.49708333333334,122.57,89.57,8.834375,10.36,7.73
